,Latitude,Longitude,Depth,Root Mean Square,Magnitude,Day,Month,Year,Hours,Minutes,Seconds,Magnitude Type_MS,Magnitude Type_MW,Magnitude Type_MWB,Magnitude Type_MWC,Magnitude Type_MWW,Location Source_ISCGEM,Magnitude Source_NC,Magnitude Source_US
4043,-5.225,151.355,15.5,1.1,1.88706964903238,15,2,1990,22,8,2,0,1,0,0,0,0,0,0
4044,-15.525,-71.821,33.0,1.06,1.916922612182061,12,4,1998,23,49,35,0,0,0,1,0,0,0,0
4045,-7.461,155.894,34.0,1.022469952000009,2.0281482472922856,31,1,1974,23,30,5,1,0,0,0,0,0,0,1
4046,-18.269,-178.01,112.4,1.0,1.9021075263969205,16,6,1995,13,49,49,0,1,0,0,0,0,0,0
4047,53.578,-163.74,21.1,1.2,1.9459101490553128,8,7,1995,17,15,26,0,0,1,0,0,0,0,1
4048,-16.301,-177.472,112.4,0.9,1.9315214116032136,5,7,1994,2,59,42,0,1,0,0,0,0,0,0
4049,12.348,141.487,10.0,1.11,1.9740810260220096,14,8,2010,7,30,17,0,0,0,1,0,0,0,1
4050,-9.33,154.593,33.0,1.0,1.9315214116032136,27,12,2000,7,3,48,0,0,1,0,0,0,0,1
4051,4.97,127.397,75.4,1.0,1.9021075263969205,13,8,1996,10,7,9,0,0,0,1,0,0,0,0
4052,18.423,-72.823,10.5,0.84,1.9315214116032136,20,1,2010,11,3,43,0,0,0,1,0,0,0,1
4053,-6.394,149.733,10.0,1.1,2.0149030205422647,10,9,1985,4,7,47,0,1,0,0,0,0,1,0
4054,38.62,72.635,40.6,1.0,1.88706964903238,23,11,1992,23,11,7,0,1,0,0,0,0,0,0
4055,-6.269,147.904,33.0,1.3400000000000003,1.9600947840472696,17,3,1996,17,58,20,0,0,0,1,0,0,0,0
4056,-30.663,-71.569,35.0,1.022469952000009,1.9459101490553128,26,4,1969,5,58,53,0,1,0,0,0,1,0,0
4057,-19.078,-176.074,33.0,1.11,1.916922612182061,9,2,2001,10,26,16,0,0,0,1,0,0,0,0
4058,-15.25,-116.194,10.0,1.2,1.8718021769015916,23,1,1988,22,1,57,0,1,0,0,0,0,0,0
4059,-13.425,172.392,10.0,1.0,1.9315214116032136,19,3,2006,4,36,53,0,0,0,1,0,0,0,0
4060,-20.135,-69.323,75.0,1.0,1.9315214116032136,9,9,1995,20,58,40,0,1,0,0,0,0,0,0
4061,-27.534,-176.518,33.0,1.022469952000009,1.88706964903238,31,10,1978,16,54,45,1,0,0,0,0,0,0,1
4062,52.674,-132.602,9.0,1.14,1.9878743481543453,28,10,2012,18,54,21,0,0,0,0,1,0,0,1
4063,49.972,78.968,0.0,1.022469952000009,1.8718021769015916,16,10,1974,6,32,57,0,0,0,0,0,0,0,1
4064,0.711,-25.956,14.9,1.0,1.916922612182061,15,8,1993,3,10,21,0,1,0,0,0,0,0,0
4065,-10.226,161.381,86.0,1.0,1.9315214116032136,19,2,1988,19,7,43,0,1,0,0,0,0,0,0
4066,1.354,126.408,45.0,1.022469952000009,1.88706964903238,13,12,1969,4,3,56,0,1,0,0,0,1,0,0
4067,7.33,123.492,33.0,1.022469952000009,2.0281482472922856,12,12,1978,11,44,16,1,0,0,0,0,0,0,1
4068,-35.051,-108.836,10.0,0.93,1.9600947840472696,13,4,2007,18,24,19,0,0,1,0,0,0,0,1
4069,54.485,-161.039,34.3,1.022469952000009,1.9021075263969205,16,4,2010,1,45,16,0,0,0,1,0,0,0,1
4070,-56.771,-142.309,10.0,1.3400000000000003,1.9021075263969205,14,5,2008,21,47,40,0,0,0,1,0,0,0,0
4071,13.381,145.663,61.3,1.1,1.9021075263969205,9,8,1993,9,15,17,0,1,0,0,0,0,0,0
4072,51.197,179.334,33.0,1.04,2.028148247292285,7,11,2002,15,14,7,0,0,0,1,0,0,0,0
4073,-8.6757,160.559,30.4,1.02,1.9740810260220096,10,6,2016,4,17,45,0,0,0,0,1,0,0,1
4074,-25.778,179.339,112.4,1.0,2.0281482472922856,27,10,1994,22,20,29,0,1,0,0,0,0,0,0
4075,-14.456,-178.041,33.0,1.0,1.9459101490553128,27,3,1986,11,58,19,0,1,0,0,0,0,0,0
4076,-19.374,169.631,10.0,0.97,1.9878743481543453,15,4,2004,20,6,55,0,0,1,0,0,0,0,1
4077,-25.524,-176.245,33.0,1.0,1.9600947840472696,4,9,1982,13,31,15,0,1,0,0,0,0,1,0
4078,2.619,-84.363,10.0,1.022469952000009,1.88706964903238,31,1,1967,13,37,32,0,1,0,0,0,1,0,0
4079,-31.251,-71.658,37.7,0.9,1.8718021769015916,14,9,1994,5,2,12,0,1,0,0,0,0,0,0
4080,43.661,147.548,33.0,0.83,1.9021075263969205,25,7,2002,12,31,1,0,0,0,1,0,0,0,0
4081,51.626,175.746,25.0,1.022469952000009,1.916922612182061,4,2,1965,6,39,32,0,1,0,0,0,1,0,0
4082,-20.2072,168.7595,15.0,1.24,1.9459101490553128,20,6,2016,3,50,55,0,0,0,0,1,0,0,1
4083,27.8087,86.0655,15.0,0.92,2.0281482472922856,12,5,2015,7,5,20,0,0,0,0,1,0,0,1
4084,-11.218,165.671,33.0,1.0,1.9021075263969205,2,4,1996,3,4,3,0,0,1,0,0,0,0,1
4085,-10.685,-75.635,33.0,1.1,1.88706964903238,4,10,1999,13,57,39,0,0,0,1,0,0,0,0
4086,-4.759,133.637,19.2,0.99,1.9021075263969205,5,12,2011,19,28,37,0,0,0,1,0,0,0,0
4087,0.5783,-80.0247,11.0,0.6999999999999997,1.88706964903238,19,4,2016,22,22,25,0,0,1,0,0,0,0,1
4088,24.098,122.671,33.0,1.02,1.916922612182061,7,6,2013,16,38,3,0,0,0,0,1,0,0,1
4089,-26.969,-108.156,10.0,0.9,2.0149030205422647,8,7,1987,11,50,15,0,1,0,0,0,0,0,0
4090,10.301,126.523,33.0,1.15,1.9315214116032136,13,4,2000,20,54,14,0,0,0,1,0,0,0,0
4091,36.62,71.274,112.4,1.022469952000009,1.9315214116032136,21,4,1978,15,22,58,0,0,0,0,0,0,0,1
4092,-14.342,167.249,112.4,1.022469952000009,1.8718021769015916,26,10,1972,22,48,35,0,1,0,0,0,1,0,0
4093,-58.735,-25.24,35.0,0.97,1.88706964903238,29,1,2008,14,57,26,0,0,1,0,0,0,0,1
4094,50.593,-129.918,10.0,1.1,1.9459101490553128,6,4,1992,15,16,9,0,1,0,0,0,0,0,0
4095,49.262,156.266,42.7,0.8,1.9021075263969205,6,9,1987,15,27,22,0,1,0,0,0,0,0,0
4096,-16.39,-72.658,53.0,1.022469952000009,2.0281482472922856,16,2,1979,10,8,53,1,0,0,0,0,0,0,1
4097,-15.3533,-175.6595,10.0,1.11,1.9315214116032136,29,6,2014,18,24,32,0,0,0,0,1,0,0,1
4098,-5.005,145.791,61.8,1.2,1.9021075263969205,23,11,1990,0,56,9,0,1,0,0,0,0,0,0
4099,-4.883,153.581,88.8,1.3,2.0281482472922856,18,3,1983,9,5,50,1,0,0,0,0,0,0,1
4100,-6.192,130.455,112.4,1.1,1.88706964903238,6,12,1989,5,19,49,0,1,0,0,0,0,1,0
4101,-17.26,167.601,30.0,1.0,2.0281482472922856,15,7,1981,7,59,8,1,0,0,0,0,0,0,1
4102,17.6818,-95.6533,107.0,1.3400000000000003,1.9878743481543453,29,7,2014,10,46,15,0,0,0,0,1,0,0,1
4103,4.695,126.613,78.0,1.022469952000009,1.88706964903238,11,6,1978,10,22,5,0,0,0,0,0,0,0,1
4104,44.505,149.237,18.1,1.2,2.028148247292285,2,12,1995,17,13,19,0,1,0,0,0,0,0,0
4105,-23.288,179.241,112.4,1.0,1.88706964903238,29,9,1985,5,28,19,0,1,0,0,0,0,0,0
4106,-6.785,105.635,30.0,0.81,1.8718021769015916,23,12,2006,22,59,41,0,0,1,0,0,0,0,1
4107,3.651,94.086,17.8,0.97,1.9459101490553128,26,12,2004,15,6,33,0,0,0,1,0,0,0,0
4108,28.271,-112.144,10.0,1.1,1.9459101490553128,10,2,1984,16,51,21,0,1,0,0,0,0,0,0
4109,45.477,151.414,20.4,0.9,1.9315214116032136,4,1,1984,22,40,39,0,1,0,0,0,0,0,0
4110,-25.375,-68.938,91.7,1.022469952000009,1.9878743481543453,17,6,1971,21,0,43,0,1,0,0,0,1,0,0
4111,-6.267,130.077,112.4,1.022469952000009,1.88706964903238,6,12,1970,4,10,41,0,1,0,0,0,1,0,0
4112,50.091,87.765,10.0,0.93,2.0014800002101243,27,9,2003,18,52,47,0,0,1,0,0,0,0,1
4113,-17.531,-178.747,112.4,0.82,1.9600947840472696,9,6,2006,5,58,28,0,0,1,0,0,0,0,1
4114,-28.635,-177.593,78.0,1.022469952000009,1.9740810260220096,24,1,1976,21,48,26,0,0,0,0,0,0,0,1
4115,43.045,12.835,10.0,1.18,1.8718021769015916,6,10,1997,23,24,53,0,0,0,1,0,0,0,0
4116,-32.1648,-110.836,10.0,0.74,1.88706964903238,10,10,2014,4,7,51,0,0,0,0,1,0,0,1
4117,11.866,142.632,25.0,1.022469952000009,1.9021075263969205,26,10,1971,19,5,7,0,1,0,0,0,1,0,0
4118,24.787,141.752,112.4,0.92,1.9315214116032136,7,2,1998,1,13,37,0,0,0,1,0,0,0,0
4119,15.316,120.522,10.0,1.1,1.9021075263969205,15,6,1991,10,41,14,0,1,0,0,0,0,0,0
4120,12.373,125.345,24.8,1.0,1.88706964903238,25,4,1995,9,12,46,0,1,0,0,0,0,0,0
4121,-18.247,-178.534,112.4,0.94,1.9315214116032136,28,12,2002,3,20,44,0,0,0,1,0,0,0,0
4122,37.155,141.573,30.3,1.1,2.0281482472922856,22,4,1987,20,13,23,0,1,0,0,0,0,1,0
4123,-60.282,-25.249,33.0,1.0,1.8718021769015916,22,10,1983,22,8,29,0,0,0,0,0,0,0,1
4124,-22.954,-70.182,45.0,1.11,2.0281482472922856,16,12,2007,8,9,18,0,0,1,0,0,0,0,1
4125,-5.524,153.85,40.0,1.022469952000009,2.0281482472922856,14,7,1971,6,11,30,0,1,0,0,0,1,0,0
4126,-58.259,157.926,10.0,1.12,1.9315214116032136,4,5,2006,2,8,54,0,0,0,1,0,0,0,0
4127,-56.752,-140.605,10.0,1.3,1.8718021769015916,4,7,1988,3,35,52,0,1,0,0,0,0,0,0
4128,-21.555,-179.361,112.4,0.84,1.88706964903238,2,8,2007,15,11,43,0,0,0,1,0,0,0,0
4129,12.246,144.28,31.9,1.3,1.9459101490553128,31,5,1985,7,24,34,0,1,0,0,0,0,0,0
4130,-16.919,-176.916,20.0,1.08,1.8718021769015916,3,8,2012,7,22,31,0,0,1,0,0,0,0,1
4131,24.028,122.526,33.0,1.0,1.88706964903238,23,5,1994,6,24,55,0,1,0,0,0,0,0,0
4132,1.604,126.588,16.9,1.1,1.9740810260220096,8,2,1987,17,48,49,0,1,0,0,0,0,0,0
4133,-57.4999,-25.8754,32.0,0.6999999999999997,1.916922612182061,26,8,2015,13,51,36,0,0,0,0,1,0,0,1
4134,-3.989,135.677,15.0,1.022469952000009,1.9459101490553128,9,4,1967,0,5,10,0,1,0,0,0,1,0,0
4135,26.741,140.17,112.4,0.88,1.9315214116032136,12,1,1999,2,32,26,0,0,0,1,0,0,0,0
4136,35.607,140.738,45.0,1.022469952000009,1.916922612182061,15,9,1967,0,28,39,0,1,0,0,0,1,0,0
4137,46.264,141.07,20.0,1.022469952000009,2.0149030205422647,8,9,1971,16,59,55,0,1,0,0,0,1,0,0
4138,43.323,147.713,26.3,1.022469952000009,1.9459101490553128,12,8,1969,9,25,40,0,1,0,0,0,1,0,0
4139,-47.75,32.612,22.5,1.03,1.9315214116032136,9,6,2006,23,17,28,0,0,1,0,0,0,0,1
4140,-3.525,150.861,33.0,1.1,1.9021075263969205,25,4,1984,7,59,17,0,1,0,0,0,0,0,0
4141,-15.464,-176.184,35.0,1.32,1.9021075263969205,14,9,2007,5,46,46,0,0,0,1,0,0,0,0
4142,-43.003,-82.858,10.0,1.3400000000000003,1.88706964903238,3,9,2005,20,21,25,0,0,0,1,0,0,0,0
4143,-2.922,127.669,33.0,1.3400000000000003,1.88706964903238,14,5,1989,9,10,25,0,1,0,0,0,0,0,0
4144,33.059,138.096,112.4,1.1,1.9315214116032136,16,7,1987,5,46,30,0,1,0,0,0,0,0,0
4145,-9.203,112.585,28.0,1.12,1.9021075263969205,17,5,2011,0,14,58,0,0,0,0,1,0,0,1
4146,-3.345,100.426,13.6,0.93,1.8718021769015916,6,4,2012,19,24,14,0,0,1,0,0,0,0,1
4147,0.093,97.05,12.0,0.82,2.0281482472922856,16,5,2006,15,28,26,0,0,1,0,0,0,0,1
4148,-27.959,-66.659,112.4,1.022469952000009,1.9315214116032136,25,3,1975,6,41,33,0,0,0,0,0,0,0,1
4149,51.711,177.706,50.0,0.98,1.8718021769015916,16,1,2010,20,8,17,0,0,0,1,0,0,0,1
4150,-55.829,-26.999,32.5,1.022469952000009,1.9315214116032136,13,2,1972,21,5,58,0,1,0,0,0,1,0,0
4151,13.0906,-88.9476,52.0,1.07,1.88706964903238,27,11,2015,11,46,27,0,0,0,0,1,0,0,1
4152,-20.487,-174.212,33.0,1.022469952000009,1.9315214116032136,24,7,1979,0,53,58,1,0,0,0,0,0,0,1
4153,-5.474,150.684,28.2,1.17,2.0014800002101243,19,7,2006,11,48,58,0,0,0,1,0,0,0,0
4154,-15.444,167.548,112.4,1.022469952000009,1.9459101490553128,10,10,1975,19,47,19,0,0,0,0,0,0,0,1
4155,28.179,130.052,33.0,1.2,1.9021075263969205,1,11,1995,9,35,57,0,1,0,0,0,0,0,0
4156,-21.515,-173.667,28.1,0.9,1.9878743481543453,27,4,1994,9,23,26,0,0,1,0,0,0,0,1
4157,44.76,147.588,108.0,1.022469952000009,1.88706964903238,14,5,1979,15,39,53,0,0,0,0,0,0,0,1
4158,79.753,3.107,10.0,0.9,1.9021075263969205,17,5,1984,7,55,56,0,1,0,0,0,0,0,0
4159,31.971,142.251,33.0,0.98,1.916922612182061,25,10,1999,7,29,56,0,0,0,1,0,0,0,0
4160,25.303,62.399,33.0,1.022469952000009,1.8718021769015916,10,2,1978,20,50,47,1,0,0,0,0,0,0,1
4161,36.512,71.029,112.4,0.97,2.028148247292285,5,4,2004,21,24,4,0,0,1,0,0,0,0,1
4162,3.689,90.144,33.0,0.84,1.88706964903238,25,5,1999,16,0,26,0,0,1,0,0,0,0,1
4163,16.209,-97.063,27.5,1.022469952000009,1.88706964903238,8,7,1972,12,10,52,0,1,0,0,0,1,0,0
4164,52.031,175.411,25.0,1.022469952000009,1.9021075263969205,7,2,1965,4,11,22,0,1,0,0,0,1,0,0
4165,40.244,143.266,33.0,0.81,1.8718021769015916,14,5,1998,10,53,44,0,0,0,1,0,0,0,0
4166,-3.652,144.242,10.0,0.84,1.9740810260220096,12,2,2003,22,33,31,0,0,0,1,0,0,0,0
4167,53.804,171.382,9.1,1.1,1.9600947840472696,16,12,1993,20,11,22,0,0,1,0,0,0,0,1
4168,36.4725,71.1311,112.4,1.03,2.028148247292285,10,4,2016,10,28,59,0,0,0,0,1,0,0,1
4169,-3.016,139.1,59.4,0.97,1.8718021769015916,12,3,2011,4,4,50,0,0,0,0,0,0,0,1
4170,-0.065,122.948,82.0,0.92,1.8718021769015916,6,5,2011,6,46,23,0,0,0,0,1,0,0,1
4171,-3.844,128.545,112.4,1.2,1.88706964903238,13,8,1985,7,31,32,0,0,0,0,0,0,0,1
4172,-0.6212,131.2622,18.0,1.13,2.028148247292285,24,9,2015,15,53,28,0,0,0,0,1,0,0,1
4173,-35.241,-179.212,33.0,1.0,1.916922612182061,22,3,1996,17,31,6,0,0,0,1,0,0,0,0
4174,-3.877,-103.788,20.6,1.1,1.9021075263969205,29,4,1988,17,26,47,0,1,0,0,0,0,0,0
4175,31.377,131.407,30.0,1.022469952000009,1.9600947840472696,25,5,1971,13,0,19,0,1,0,0,0,1,0,0
4176,-19.908,168.596,39.3,1.3400000000000003,1.88706964903238,23,12,2010,16,28,14,0,0,0,0,0,0,0,1
4177,4.005,126.36,73.4,0.9,1.9600947840472696,9,8,1992,19,49,44,0,0,1,0,0,0,0,1
4178,14.052,92.821,35.0,0.91,1.9315214116032136,13,8,2009,9,21,36,0,0,0,1,0,0,0,0
4179,-56.166,-26.746,33.0,1.022469952000009,1.8718021769015916,9,11,1974,10,40,38,1,0,0,0,0,0,0,1
4180,-16.831,177.305,11.5,1.0,1.8718021769015916,24,3,1991,6,39,22,0,1,0,0,0,0,0,0
4181,-7.31,155.887,33.0,1.07,1.9740810260220096,6,9,1996,17,3,47,0,0,0,1,0,0,0,0
4182,53.515,162.991,34.0,1.022469952000009,1.8718021769015916,26,3,1978,21,4,59,0,0,0,0,0,0,0,1
4183,34.6781667,-116.2895,13.906,0.6999999999999997,1.912501086924184,16,10,1999,9,59,35,0,0,0,0,0,0,0,0
4184,-6.576,148.672,54.8,1.18,1.9021075263969205,18,11,1999,3,20,23,0,0,0,1,0,0,0,0
4185,-12.973,166.523,10.0,1.0,1.916922612182061,11,4,2010,2,19,7,0,0,0,1,0,0,0,0
4186,5.649,126.641,33.0,1.05,1.8718021769015916,21,3,1999,14,20,55,0,0,0,1,0,0,0,0
4187,51.604,104.864,10.0,0.99,1.9315214116032136,25,2,1999,18,58,29,0,0,0,1,0,0,0,0
4188,-5.605,153.012,33.0,1.1,1.8718021769015916,20,8,1995,5,19,59,0,1,0,0,0,0,0,0
4189,-23.144,169.265,10.0,0.97,1.9600947840472696,8,4,2005,11,38,17,0,0,1,0,0,0,0,1
4190,-19.616,168.284,13.0,0.93,1.9459101490553128,26,12,2010,2,13,38,0,0,1,0,0,0,0,1
4191,-11.569,165.753,33.0,0.99,1.8718021769015916,24,2,1997,16,58,30,0,0,0,1,0,0,0,0
4192,36.062,69.315,8.0,1.07,1.9600947840472696,25,3,2002,14,56,34,0,0,0,1,0,0,0,0
4193,61.541,-150.34,62.1,1.0,1.8718021769015916,30,12,1985,12,41,3,0,0,0,0,0,0,0,1
4194,43.11,146.118,42.6,0.77,1.9600947840472696,24,8,2002,18,40,53,0,0,0,1,0,0,0,0
4195,37.034,72.942,33.0,1.3,1.9878743481543453,25,3,1990,14,17,19,1,0,0,0,0,0,0,1
4196,-31.354,-67.431,16.0,1.022469952000009,1.916922612182061,28,11,1977,6,31,29,1,0,0,0,0,0,0,1
4197,8.417,127.216,58.5,1.022469952000009,1.9600947840472696,16,3,1971,20,35,21,0,1,0,0,0,1,0,0
4198,-20.934,-67.275,112.4,0.98,2.0014800002101243,15,9,1999,3,1,24,0,0,0,1,0,0,0,0
4199,51.148,-178.175,13.7,0.9,1.9600947840472696,30,9,1992,9,42,51,0,1,0,0,0,0,0,0
4200,-13.632,167.393,48.1,1.0,1.9878743481543453,7,12,1987,12,26,12,0,1,0,0,0,0,0,0
4201,-37.656,-73.428,21.4,1.022469952000009,1.9315214116032136,22,4,1966,3,6,35,0,1,0,0,0,1,0,0
4202,-2.745,136.745,23.3,0.97,1.8718021769015916,17,5,2007,2,59,36,0,0,1,0,0,0,0,1
4203,11.884,41.338,15.0,1.022469952000009,1.9600947840472696,5,4,1969,2,18,31,0,1,0,0,0,1,0,0
4204,39.247,75.493,27.5,0.9,1.8718021769015916,12,1,1994,10,22,51,0,1,0,0,0,0,0,0
4205,22.825,92.343,10.0,0.83,1.8718021769015916,27,7,2003,12,7,29,0,0,0,1,0,0,0,0
4206,36.334,71.119,112.4,1.0,2.0281482472922856,14,7,1991,9,9,12,0,1,0,0,0,0,0,0
4207,-54.2258,6.1653,11.0,0.8,1.9740810260220096,23,10,2015,1,40,6,0,0,0,0,1,0,0,1
4208,-20.037,169.124,20.0,1.022469952000009,2.0014800002101243,4,11,1972,3,49,54,0,1,0,0,0,1,0,0
4209,-27.789,-176.386,33.0,1.1,1.88706964903238,21,10,1986,0,43,41,0,1,0,0,0,0,0,0
4210,-15.658,-74.838,22.7,0.98,1.916922612182061,18,5,2009,14,1,5,0,0,0,1,0,0,0,1
4211,13.038,145.39,49.4,1.1,1.88706964903238,30,9,1990,3,15,3,0,1,0,0,0,0,0,0
4212,-55.852,-125.666,10.0,1.3,1.9600947840472696,30,3,1996,9,56,59,0,0,0,1,0,0,0,0
4213,-34.872,-72.433,35.0,0.87,1.9021075263969205,27,2,2010,8,31,4,0,0,0,0,0,0,0,1
4214,-1.515,136.627,15.0,1.022469952000009,1.9315214116032136,5,12,1972,21,59,53,0,1,0,0,0,1,0,0
4215,28.71,-113.122,10.0,1.1,1.9021075263969205,5,3,1993,8,20,55,0,1,0,0,0,0,0,0
4216,-3.967,-80.971,31.0,1.022469952000009,1.88706964903238,9,11,1973,22,41,28,0,0,0,0,0,0,0,1
4217,-3.507,177.682,33.0,1.0,1.88706964903238,9,12,1982,5,28,40,0,0,0,0,0,0,0,1
4218,-16.321,178.161,20.0,1.022469952000009,1.916922612182061,26,8,1968,9,25,59,0,1,0,0,0,1,0,0
4219,-57.679,-65.308,15.0,1.32,1.9740810260220096,14,4,2012,10,56,19,0,0,0,0,1,0,0,1
4220,-3.8727,127.2292,4.11,0.91,1.88706964903238,16,1,2016,23,22,29,0,0,0,0,1,0,0,1
4221,63.966,-20.487,10.0,1.03,2.0149030205422647,17,6,2000,15,40,42,0,0,0,1,0,0,0,0
4222,-38.191,-73.694,35.0,0.8,1.9315214116032136,27,2,2010,10,38,35,0,0,0,0,0,0,0,1
4223,12.8318,-86.9633,10.0,1.04,1.9600947840472696,10,6,2016,3,25,23,0,0,0,0,1,0,0,1
4224,63.673,2.397,10.0,1.3,1.88706964903238,8,8,1988,19,59,32,0,1,0,0,0,0,0,0
4225,10.295,125.881,35.0,1.022469952000009,1.9459101490553128,19,8,1967,15,28,7,0,1,0,0,0,1,0,0
4226,-3.484,149.13,33.0,1.0,1.8718021769015916,12,8,1995,14,0,19,0,1,0,0,0,0,0,0
4227,34.503,50.59,41.0,1.022469952000009,1.8718021769015916,22,12,1980,12,51,21,0,0,0,0,0,0,0,1
4228,28.723,65.383,33.0,1.23,1.9459101490553128,4,6,2000,17,52,16,0,0,0,0,0,0,0,1
4229,-0.307,133.498,13.0,1.13,1.88706964903238,30,9,2010,3,45,2,0,0,0,1,0,0,0,0
4230,63.965,-20.633,10.0,1.3400000000000003,1.9021075263969205,17,6,2000,15,42,53,0,0,0,0,0,0,0,1
4231,8.396,126.848,29.5,1.2,1.8718021769015916,16,12,1989,0,53,45,1,0,0,0,0,0,0,1
4232,-29.974,-71.781,33.0,1.05,1.8718021769015916,21,7,1997,17,54,17,0,0,0,1,0,0,0,0
4233,-8.748,157.64,12.4,0.81,1.88706964903238,2,4,2007,12,35,26,0,0,0,1,0,0,0,0
4234,38.796,21.242,25.0,1.022469952000009,1.9315214116032136,29,10,1966,2,39,29,0,1,0,0,0,1,0,0
4235,50.322,-177.548,9.0,0.9,2.0149030205422647,15,8,2007,20,22,11,0,0,0,1,0,0,0,0
4236,24.113,142.244,112.4,1.022469952000009,1.8718021769015916,25,5,1979,18,15,41,0,0,0,0,0,0,0,1
4237,-4.131,134.946,25.0,1.022469952000009,1.916922612182061,15,5,1965,23,58,36,0,1,0,0,0,1,0,0
4238,-37.562,-17.164,10.0,0.9,1.8718021769015916,2,4,1992,3,17,56,0,1,0,0,0,0,0,0
4239,1.409,125.763,55.0,0.89,1.8718021769015916,2,4,2007,19,42,56,0,0,0,1,0,0,0,0
4240,40.558,105.793,16.5,1.1,1.88706964903238,13,1,1991,11,53,37,1,0,0,0,0,0,0,1
4241,40.459,26.206,15.0,1.022469952000009,1.9459101490553128,23,8,1965,14,8,58,0,1,0,0,0,1,0,0
4242,4.082,125.61,112.4,1.04,1.9740810260220096,3,4,2000,15,20,2,0,0,0,1,0,0,0,0
4243,10.013,125.791,40.0,1.022469952000009,1.9459101490553128,23,8,1975,15,6,39,0,0,0,0,0,0,0,1
4244,33.941,137.183,33.0,1.19,1.8718021769015916,18,1,2003,19,50,28,0,0,0,1,0,0,0,0
4245,-0.893,-21.996,12.2,1.0,2.0281482472922856,18,5,1995,0,6,27,0,1,0,0,0,0,0,0
4246,71.432,-4.371,10.0,1.3,1.88706964903238,9,6,1989,12,19,36,0,1,0,0,0,0,0,0
4247,12.155,-87.426,62.0,1.16,1.88706964903238,28,4,2004,4,9,0,0,0,0,1,0,0,0,0
4248,-10.986,161.45,10.0,0.99,1.9315214116032136,3,10,2002,4,26,7,0,0,0,1,0,0,0,0
4249,25.266,96.505,20.0,1.022469952000009,1.9600947840472696,31,5,1971,5,14,0,0,1,0,0,0,1,0,0
4250,-2.476,140.35,10.0,0.92,1.8718021769015916,9,1,2000,10,48,31,0,0,0,1,0,0,0,0
4251,-16.548,-172.637,33.0,1.3,1.9021075263969205,7,8,1982,18,20,22,1,0,0,0,0,0,0,1
4252,-5.116,152.296,60.0,1.022469952000009,1.9021075263969205,19,5,1970,14,48,36,0,1,0,0,0,1,0,0
4253,-19.99,169.857,33.0,1.1,2.0149030205422647,29,12,1993,8,39,45,0,1,0,0,0,0,0,0
4254,-16.374,177.981,33.0,1.022469952000009,1.8718021769015916,2,3,1977,5,5,24,0,0,0,0,0,0,0,1
4255,-31.6259,-68.6363,108.0,1.0,2.0014800002101243,20,11,2016,20,57,44,0,0,0,0,1,0,0,1
4256,-14.072,167.468,12.8,1.1,1.916922612182061,27,2,1996,18,3,2,0,0,1,0,0,0,0,1
4257,-6.426,153.002,22.0,1.022469952000009,1.9878743481543453,5,10,1976,18,2,15,0,0,0,0,0,0,0,1
4258,-9.784,119.303,33.0,1.022469952000009,1.916922612182061,10,4,1973,19,55,56,0,0,0,0,0,0,0,1
4259,-1.352,-14.249,21.2,1.022469952000009,2.0149030205422647,21,1,1968,16,42,30,0,1,0,0,0,1,0,0
4260,13.856,120.671,110.1,1.0,1.9315214116032136,20,7,1996,9,14,4,0,0,0,1,0,0,0,0
4261,-23.319,-179.877,112.4,0.82,1.9315214116032136,7,2,2010,22,28,21,0,0,0,1,0,0,0,1
4262,36.122,140.966,47.3,1.34,1.88706964903238,11,3,2011,8,44,0,0,0,0,0,0,0,0,1
4263,14.017,-90.907,64.4,0.94,1.9315214116032136,23,1,2001,5,23,32,0,0,1,0,0,0,0,1
4264,-35.598,179.001,107.7,1.2,1.9315214116032136,11,4,1985,11,55,15,0,1,0,0,0,0,0,0
4265,1.506,127.276,112.4,1.022469952000009,1.9021075263969205,10,12,1970,20,5,36,0,1,0,0,0,1,0,0
4266,-25.633,-70.679,35.0,1.022469952000009,2.0281482472922856,23,2,1965,22,11,47,0,1,0,0,0,1,0,0
4267,19.246,145.616,112.4,1.022469952000009,1.9459101490553128,2,1,1965,13,44,18,0,1,0,0,0,1,0,0
4268,42.8413,13.1533,3.25,0.84,1.88706964903238,24,8,2016,2,33,29,0,0,0,0,1,0,0,1
4269,41.322,136.136,2.0,1.022469952000009,1.9021075263969205,16,5,1975,1,14,6,0,0,0,0,0,0,0,1
4270,4.135,94.81,52.1,0.9,1.916922612182061,10,6,1987,16,3,55,0,1,0,0,0,0,0,0
4271,37.3226,141.6082,32.0,0.6999999999999997,1.88706964903238,20,11,2014,1,51,42,0,0,0,0,1,0,0,1
4272,-13.731,166.594,35.0,1.0,1.88706964903238,2,6,2010,18,51,7,0,0,0,1,0,0,0,0
4273,10.142,92.987,52.5,1.022469952000009,1.9021075263969205,5,11,1971,22,11,16,0,1,0,0,0,1,0,0
4274,-3.852,101.067,20.0,1.3400000000000003,1.9315214116032136,26,2,2008,18,18,28,0,0,0,1,0,0,0,0
4275,-23.414,-175.356,35.4,1.0,1.8718021769015916,10,4,1981,16,48,18,1,0,0,0,0,0,0,1
4276,-49.152,164.743,33.0,1.2,1.9021075263969205,30,5,1981,9,47,17,0,0,0,0,0,0,0,1
