,Latitude,Longitude,Depth,Root Mean Square,Magnitude,Day,Month,Year,Hours,Minutes,Seconds,Magnitude Type_MS,Magnitude Type_MW,Magnitude Type_MWB,Magnitude Type_MWC,Magnitude Type_MWW,Location Source_ISCGEM,Magnitude Source_NC,Magnitude Source_US
12080,44.174,147.647,52.9,0.92,1.9021075263969205,6,3,2010,13,31,13,0,0,0,1,0,0,0,0
12081,32.095,142.285,51.0,1.022469952000009,1.88706964903238,24,9,1975,0,55,5,0,0,0,0,0,0,0,1
12082,42.789,144.678,61.1,1.022469952000009,1.9021075263969205,11,5,1972,0,44,59,0,1,0,0,0,1,0,0
12083,-1.996,-81.001,33.0,1.0,1.9878743481543453,5,8,1996,21,39,16,0,0,0,1,0,0,0,0
12084,-9.648,151.787,19.9,1.3,1.9315214116032136,28,6,1984,11,19,47,0,1,0,0,0,0,0,0
12085,-4.789,151.804,111.3,1.022469952000009,1.9459101490553128,30,12,1971,15,39,39,0,1,0,0,0,1,0,0
12086,-15.397,-173.295,33.0,1.022469952000009,1.88706964903238,11,9,1977,14,12,30,1,0,0,0,0,0,0,1
12087,24.249,121.818,18.8,1.0,1.9021075263969205,16,7,1990,19,14,52,0,1,0,0,0,0,0,0
12088,4.569,127.306,60.0,1.022469952000009,2.0281482472922856,30,1,1969,10,29,41,0,1,0,0,0,1,0,0
12089,-20.741,169.285,33.0,1.13,1.9315214116032136,10,4,2002,10,9,21,0,0,0,1,0,0,0,0
12090,-56.722,-141.439,15.0,1.022469952000009,1.916922612182061,15,12,1965,19,19,49,0,1,0,0,0,1,0,0
12091,-4.659,153.16,33.0,0.85,1.9021075263969205,11,3,2003,7,35,43,0,0,0,0,0,0,0,1
12092,-21.618,-174.213,28.5,1.2,1.8718021769015916,6,4,1990,14,31,46,0,1,0,0,0,0,0,0
12093,-54.855,-136.384,10.0,1.13,1.8718021769015916,27,11,1999,14,36,55,0,0,0,1,0,0,0,0
12094,52.233,179.754,112.4,0.77,1.88706964903238,23,9,2010,5,28,36,0,0,0,1,0,0,0,0
12095,-4.287,143.489,63.0,1.022469952000009,1.8718021769015916,5,9,1974,21,17,57,0,0,0,0,0,0,0,1
12096,8.717,-83.123,37.0,1.0,2.0281482472922856,3,4,1983,2,50,1,0,1,0,0,0,0,1,0
12097,-14.364,166.955,33.0,1.022469952000009,1.88706964903238,20,1,1974,5,13,15,0,0,0,0,0,0,0,1
12098,38.709,40.051,10.0,1.08,1.88706964903238,8,3,2010,7,47,42,0,0,0,1,0,0,0,0
12099,-16.96,-173.52,33.0,0.95,1.8718021769015916,15,5,1997,15,54,50,0,0,0,1,0,0,0,0
12100,38.155,73.264,112.4,1.07,1.8718021769015916,6,11,2007,2,15,47,0,0,0,1,0,0,0,0
12101,36.353,70.763,112.4,1.022469952000009,2.0149030205422647,30,7,1974,5,12,41,0,0,0,0,0,0,0,1
12102,-27.456,-176.713,33.0,1.022469952000009,1.8718021769015916,16,7,1977,23,38,21,0,0,0,0,0,0,0,1
12103,26.774,55.858,10.0,1.06,1.9315214116032136,27,11,2005,10,22,19,0,0,0,1,0,0,0,0
12104,6.729,-82.579,18.0,1.19,1.9459101490553128,22,10,2009,0,51,39,0,0,0,1,0,0,0,0
12105,45.533,151.021,24.7,0.9,2.0281482472922856,22,12,1991,8,43,13,0,1,0,0,0,0,0,0
12106,-13.63,-76.498,35.0,0.91,1.88706964903238,19,8,2007,20,11,44,0,0,0,1,0,0,0,0
12107,-16.695,-171.996,25.0,1.022469952000009,1.9740810260220096,27,9,1972,9,1,44,0,1,0,0,0,1,0,0
12108,-10.717,165.182,10.0,0.83,1.916922612182061,6,2,2013,11,3,46,0,0,0,1,0,0,0,0
12109,7.103,84.307,33.0,1.022469952000009,1.9315214116032136,30,8,1973,19,50,3,0,0,0,0,0,0,0,1
12110,15.272,-45.835,10.0,0.99,1.9021075263969205,11,12,2005,6,26,35,0,0,1,0,0,0,0,1
12111,18.607,-62.902,52.6,1.0,1.8718021769015916,9,2,1988,19,12,44,0,1,0,0,0,0,0,0
12112,-10.937,163.76,32.1,1.2,2.0014800002101243,23,6,1985,19,49,54,0,1,0,0,0,0,0,0
12113,45.345,150.913,48.0,1.0,1.9021075263969205,14,1,1990,3,38,5,1,0,0,0,0,0,0,1
12114,-3.762,100.991,26.0,1.09,2.0281482472922856,5,3,2010,16,7,1,0,0,0,1,0,0,0,1
12115,-0.061,125.012,35.0,1.022469952000009,1.9021075263969205,4,1,1972,18,9,48,0,1,0,0,0,1,0,0
12116,15.177,147.596,15.5,1.1,1.9878743481543453,6,4,1990,14,57,20,0,1,0,0,0,0,1,0
12117,-16.202,-172.859,33.0,1.3,1.9315214116032136,26,5,1986,0,16,24,0,1,0,0,0,0,0,0
12118,-55.475,-1.54,10.0,0.88,1.916922612182061,23,3,2005,13,59,17,0,0,1,0,0,0,0,1
12119,53.93,158.372,112.4,1.0,1.9740810260220096,24,7,1983,23,7,31,0,1,0,0,0,0,1,0
12120,12.727,-88.789,33.0,1.26,1.9021075263969205,14,12,1996,21,15,36,0,0,0,1,0,0,0,0
12121,6.308,127.377,54.7,1.022469952000009,1.88706964903238,29,8,1971,3,35,16,0,1,0,0,0,1,0,0
12122,-60.797,-36.779,10.0,1.2,1.9878743481543453,13,9,1986,9,28,24,0,1,0,0,0,0,0,0
12123,-16.148,-177.756,10.0,1.05,1.88706964903238,7,8,2009,17,34,15,0,0,0,1,0,0,0,0
12124,18.367,87.188,10.0,1.0,1.8718021769015916,1,7,1985,2,23,52,0,1,0,0,0,0,0,0
12125,36.028,31.31,40.7,1.08,1.9315214116032136,28,12,2013,15,21,4,0,0,0,0,1,0,0,1
12126,-26.976,-176.197,33.0,1.1,1.916922612182061,20,9,1982,17,5,2,1,0,0,0,0,0,0,1
12127,52.665,-32.113,10.0,1.0,1.8718021769015916,17,12,1995,23,48,31,0,1,0,0,0,0,0,0
12128,-54.21,8.509,10.0,1.022469952000009,1.9878743481543453,30,3,1975,22,32,4,0,1,0,0,0,1,0,0
12129,-36.818,78.491,10.0,1.0,1.9600947840472696,14,7,1981,17,18,47,1,0,0,0,0,0,0,1
12130,-11.15,165.543,33.0,0.78,1.9315214116032136,28,12,1999,23,56,7,0,0,0,1,0,0,0,0
12131,-28.0052,-176.443,12.0,1.01,1.9878743481543453,13,7,2016,12,11,13,0,0,0,0,1,0,0,1
12132,20.98,144.705,20.0,0.88,2.028148247292285,30,1,2007,21,37,44,0,0,0,1,0,0,0,0
12133,-37.529,-72.969,32.0,0.86,1.9459101490553128,23,4,2010,10,3,6,0,0,0,1,0,0,0,0
12134,2.954,96.394,27.0,0.99,1.9878743481543453,2,11,2002,9,46,47,0,0,0,1,0,0,0,0
12135,-22.763,-175.345,33.0,0.97,1.88706964903238,9,9,2000,10,0,34,0,0,0,1,0,0,0,0
12136,-24.032,-67.076,112.4,1.1,1.9021075263969205,23,6,1985,6,55,24,0,1,0,0,0,0,0,0
12137,6.262,124.023,33.0,1.022469952000009,2.0281482472922856,16,8,1976,16,11,7,1,0,0,0,0,0,0,1
12138,47.782,155.651,49.6,0.86,1.8718021769015916,29,10,2000,22,3,57,0,0,0,1,0,0,0,0
12139,-23.579,179.098,112.4,0.9,1.8718021769015916,20,6,1983,5,43,38,0,0,0,0,0,0,0,1
12140,-15.393,-173.392,33.0,0.92,1.8718021769015916,9,10,1998,5,37,53,0,0,0,1,0,0,0,0
12141,-55.237,-123.843,10.0,1.08,1.88706964903238,12,6,2005,2,27,48,0,0,0,1,0,0,0,0
12142,-7.213,106.035,33.0,1.022469952000009,1.9315214116032136,10,10,1979,13,39,14,0,0,0,0,0,0,0,1
12143,-60.508,-52.382,10.0,1.3400000000000003,1.916922612182061,8,12,2007,3,54,46,0,0,0,1,0,0,0,0
12144,-0.039,122.874,112.4,1.022469952000009,1.88706964903238,14,5,1972,5,3,20,0,1,0,0,0,1,0,0
12145,15.679,119.155,33.0,1.022469952000009,1.9021075263969205,13,2,1977,4,7,14,0,0,0,0,0,0,0,1
12146,-26.1067,-70.5111,72.0,0.6999999999999997,1.9600947840472696,25,7,2016,17,26,50,0,0,0,0,1,0,0,1
12147,-25.077,-116.167,10.0,1.0,1.9021075263969205,8,7,2004,17,33,39,0,0,1,0,0,0,0,1
12148,-17.655,-179.029,112.4,0.79,1.88706964903238,29,3,1998,20,38,41,0,0,0,0,0,0,0,1
12149,-26.535,-70.563,14.8,1.2,2.0281482472922856,4,10,1983,18,52,13,0,1,0,0,0,0,1,0
12150,-23.007,-176.365,78.7,0.9,1.88706964903238,9,6,1992,0,24,55,0,1,0,0,0,0,0,0
12151,33.141,137.95,112.4,1.022469952000009,1.8718021769015916,29,10,1972,7,20,40,0,1,0,0,0,1,0,0
12152,25.854,-45.041,10.0,1.1,1.8718021769015916,13,7,1985,18,54,12,0,1,0,0,0,0,0,0
12153,47.125,154.064,43.6,0.9,1.88706964903238,22,2,1993,7,6,1,0,1,0,0,0,0,0,0
12154,14.208,51.869,10.0,1.2,1.916922612182061,28,1,1984,22,47,51,0,1,0,0,0,0,0,0
12155,8.192,126.852,39.3,1.2,1.916922612182061,20,12,1989,8,35,20,0,1,0,0,0,0,0,0
12156,-1.23,-13.933,10.0,1.04,1.9878743481543453,22,11,2008,18,49,42,0,0,0,1,0,0,0,0
12157,49.901,78.959,0.0,1.022469952000009,1.9600947840472696,4,8,1979,3,56,57,0,0,0,0,0,0,0,1
12158,-35.276,-15.654,10.0,1.0,1.9315214116032136,6,7,1988,23,5,16,0,1,0,0,0,0,0,0
12159,-55.385,-128.776,33.0,1.022469952000009,1.8718021769015916,18,10,1974,17,17,44,1,0,0,0,0,0,0,1
12160,-9.152,110.765,33.0,1.1,1.8718021769015916,26,8,1990,5,16,40,0,1,0,0,0,0,0,0
12161,-30.074,-177.608,33.0,1.022469952000009,1.8718021769015916,15,9,1979,16,2,22,0,0,0,0,0,0,0,1
12162,-9.613,159.53,16.0,1.17,2.0281482472922856,23,12,2001,22,52,54,0,0,0,1,0,0,0,0
12163,-60.823,-21.549,33.0,1.022469952000009,2.0281482472922856,6,10,1973,15,7,37,1,0,0,0,0,0,0,1
12164,-34.233,-71.917,7.0,0.93,1.916922612182061,12,3,2010,16,50,2,0,0,1,0,0,0,0,1
12165,-2.704,-77.631,93.7,1.022469952000009,1.9600947840472696,4,11,1967,16,26,49,0,1,0,0,0,1,0,0
12166,-18.785,-176.734,10.0,1.06,1.9315214116032136,11,1,2001,19,59,40,0,0,1,0,0,0,0,1
12167,52.22,-171.142,42.0,1.022469952000009,1.9021075263969205,13,1,1975,9,19,10,0,0,0,0,0,0,0,1
12168,-4.694,153.238,40.2,0.96,2.0281482472922856,11,3,2003,7,27,33,0,0,0,1,0,0,0,0
12169,37.64,20.962,16.8,1.3400000000000003,1.8718021769015916,4,4,2006,22,5,5,0,0,0,1,0,0,0,0
12170,-55.843,146.62,3.0,1.19,2.0014800002101243,5,6,2011,11,51,12,0,0,0,0,1,0,0,1
12171,-32.343,-178.119,10.0,1.15,1.9021075263969205,10,3,2004,3,48,37,0,0,0,1,0,0,0,0
12172,6.938,92.454,16.0,0.85,1.9459101490553128,21,6,2006,12,34,53,0,0,0,1,0,0,0,0
12173,17.759,-81.55,25.2,0.82,1.9459101490553128,9,9,2004,16,33,22,0,0,1,0,0,0,0,1
12174,-25.371,179.661,112.4,0.99,1.8718021769015916,29,11,2006,23,8,16,0,0,0,1,0,0,0,0
12175,-13.592,167.391,25.9,1.17,1.9459101490553128,17,8,1997,20,11,11,0,0,0,1,0,0,0,0
12176,49.703,154.637,112.4,0.86,1.88706964903238,25,7,2010,12,57,1,0,0,1,0,0,0,0,1
12177,-5.785,151.037,26.0,0.95,1.9600947840472696,18,10,2011,5,5,6,0,0,0,0,1,0,0,1
12178,48.826,154.969,29.0,0.9,1.9315214116032136,24,5,1982,7,25,32,0,0,0,0,0,0,0,1
12179,17.974,-97.158,64.8,1.0,1.9459101490553128,15,9,1985,7,57,54,0,1,0,0,0,0,1,0
12180,18.752,120.839,24.0,1.0,2.0149030205422647,22,11,1981,15,5,21,1,0,0,0,0,0,0,1
12181,-24.886,-179.061,112.4,1.022469952000009,1.9740810260220096,22,2,1975,22,4,38,0,0,0,0,0,0,0,1
12182,-2.814,138.888,53.8,0.94,1.88706964903238,7,3,2012,12,0,46,0,0,0,0,1,0,0,1
12183,48.477,103.021,17.5,1.022469952000009,1.916922612182061,5,1,1967,0,42,12,0,1,0,0,0,1,0,0
12184,41.82,130.858,112.4,0.9,1.9878743481543453,11,5,1990,13,10,20,0,1,0,0,0,0,1,0
12185,17.51,-83.458,10.0,0.8,1.9315214116032136,8,6,2004,8,55,53,0,0,1,0,0,0,0,1
12186,28.968,52.614,8.6,1.1,1.9315214116032136,20,6,1994,9,9,3,0,1,0,0,0,0,0,0
12187,-38.502,-73.653,23.2,0.85,1.8718021769015916,14,3,2010,13,52,23,0,0,0,1,0,0,0,0
12188,-27.882,-176.383,33.0,1.03,1.8718021769015916,21,6,2000,18,28,4,0,0,0,1,0,0,0,0
12189,8.135,126.889,37.8,1.3,1.88706964903238,16,12,1989,17,49,54,0,1,0,0,0,0,0,0
12190,51.514,157.119,112.4,1.022469952000009,1.88706964903238,28,1,1966,22,38,14,0,1,0,0,0,1,0,0
12191,-6.817,143.807,10.0,1.07,2.028148247292285,3,3,2000,22,22,41,0,0,0,1,0,0,0,0
12192,55.492,159.999,112.4,0.84,2.0281482472922856,16,6,2003,22,8,2,0,0,1,0,0,0,0,1
12193,-2.825,119.727,35.7,1.2,1.8718021769015916,27,5,1986,7,58,40,0,0,0,0,0,0,0,1
12194,-4.956,129.992,33.0,1.022469952000009,2.0149030205422647,14,1,1975,19,48,59,1,0,0,0,0,0,0,1
12195,-4.514,129.248,33.0,1.25,1.88706964903238,19,2,1998,17,14,42,0,0,0,1,0,0,0,0
12196,-1.296,137.053,13.1,0.89,1.88706964903238,16,7,2012,16,33,10,0,0,0,0,1,0,0,1
12197,72.763,8.011,15.0,1.022469952000009,1.9021075263969205,21,11,1967,17,2,25,0,1,0,0,0,1,0,0
12198,0.344,125.925,33.0,1.0,1.9315214116032136,12,12,1993,18,26,29,0,1,0,0,0,0,0,0
12199,-29.087,-177.482,63.0,1.022469952000009,1.88706964903238,12,7,1975,19,4,45,0,0,0,0,0,0,0,1
12200,35.604,140.401,43.0,0.74,1.9315214116032136,10,4,2005,22,22,16,0,0,1,0,0,0,0,1
12201,46.187,152.205,51.4,0.9,1.8718021769015916,21,9,1988,9,58,54,0,1,0,0,0,0,0,0
12202,-5.889,146.02,25.3,1.3,2.0281482472922856,13,10,1993,2,6,0,0,1,0,0,0,0,0,0
12203,11.872,125.754,12.0,0.91,1.88706964903238,4,2,2012,13,9,23,0,0,1,0,0,0,0,1
12204,52.7811,-169.5781,31.9,0.6999999999999997,1.9315214116032136,27,7,2015,4,51,23,0,0,0,0,0,0,0,1
12205,0.795,126.043,52.0,1.022469952000009,1.8718021769015916,24,5,1979,13,35,52,0,0,0,0,0,0,0,1
12206,21.611,143.631,33.0,0.97,1.8718021769015916,22,2,2000,2,37,55,0,0,0,1,0,0,0,0
12207,-32.78,-178.762,10.0,1.15,1.8718021769015916,21,1,2005,20,49,0,0,0,0,1,0,0,0,0
12208,49.407,155.907,19.0,0.71,1.9459101490553128,20,7,2012,6,10,25,0,0,0,0,1,0,0,1
12209,37.057,-14.133,10.0,1.3400000000000003,1.8718021769015916,10,1,2006,1,9,34,0,0,0,1,0,0,0,0
12210,-17.602,-72.646,33.0,1.02,1.8718021769015916,23,6,2001,22,32,37,0,0,0,0,0,0,0,1
12211,53.304,142.738,7.8,0.9,1.88706964903238,8,1,1996,10,4,48,0,0,1,0,0,0,0,1
12212,18.276,145.178,112.4,1.022469952000009,1.8718021769015916,1,5,1974,15,22,25,0,0,0,0,0,0,0,1
12213,-15.1676,-173.2247,30.0,1.07,1.9878743481543453,7,4,2015,0,46,22,0,0,0,0,1,0,0,1
12214,59.6363,-153.4051,112.4,1.3400000000000003,2.0281482472922856,24,1,2016,10,30,30,0,0,0,0,1,0,0,1
12215,-33.623,-71.598,47.0,1.1,1.9021075263969205,26,9,1985,8,33,27,1,0,0,0,0,0,0,1
12216,35.994,69.115,33.0,1.2,1.88706964903238,22,12,1983,5,31,45,0,0,0,0,0,0,0,1
12217,-21.166,-174.263,33.0,1.022469952000009,1.8718021769015916,22,6,1973,19,51,41,0,0,0,0,0,0,0,1
12218,1.493,127.294,112.4,0.9,1.8718021769015916,4,2,1983,6,31,16,0,0,0,0,0,0,0,1
12219,-18.044,-172.55,50.0,0.76,1.9021075263969205,3,5,2004,19,33,16,0,0,1,0,0,0,0,1
12220,52.633,-167.421,13.0,1.08,1.9740810260220096,10,8,2012,18,37,43,0,0,0,0,1,0,0,1
12221,-21.513,-178.077,112.4,1.1,1.9740810260220096,10,12,1995,23,47,0,0,1,0,0,0,0,0,0
12222,-59.574,-26.186,33.0,0.99,1.9021075263969205,14,12,1997,2,39,17,0,0,0,1,0,0,0,0
12223,63.322,146.147,10.0,1.022469952000009,1.9021075263969205,5,6,1970,10,31,52,0,1,0,0,0,1,0,0
12224,29.384,138.935,112.4,1.0,2.0281482472922856,6,3,1984,2,17,21,0,1,0,0,0,0,0,0
12225,-20.535,-174.277,15.0,0.88,1.9315214116032136,5,10,2005,10,7,22,0,0,1,0,0,0,0,1
12226,-22.805,-70.371,30.0,1.022469952000009,1.9600947840472696,8,12,1971,16,5,28,0,1,0,0,0,1,0,0
12227,16.063,-95.093,33.0,0.9,1.8718021769015916,5,2,1983,23,41,4,0,0,0,0,0,0,0,1
12228,-19.5932,-70.8207,17.05,1.05,1.9021075263969205,24,3,2014,15,45,31,0,0,0,0,1,0,0,1
12229,40.356,143.694,30.0,1.022469952000009,1.8718021769015916,21,2,1979,13,39,8,0,0,0,0,0,0,0,1
12230,6.371,126.396,77.2,1.0,1.916922612182061,13,6,1990,16,41,54,0,1,0,0,0,0,0,0
12231,17.974,96.415,12.3,1.1,1.916922612182061,19,8,1994,21,2,46,0,1,0,0,0,0,0,0
12232,13.639,-90.802,38.9,1.24,1.8718021769015916,8,6,2007,15,8,38,0,0,0,1,0,0,0,0
12233,1.904,126.525,27.6,1.1,2.0281482472922856,9,7,1986,23,10,53,0,1,0,0,0,0,1,0
12234,-45.07,167.009,24.5,1.16,1.9600947840472696,1,11,2000,10,35,55,0,0,0,1,0,0,0,0
12235,43.774,147.504,34.9,0.9,1.9459101490553128,4,10,1994,19,16,29,0,0,0,0,0,0,0,1
12236,-3.362,139.743,33.0,1.2,1.8718021769015916,18,2,1996,23,9,55,0,1,0,0,0,0,0,0
12237,-59.574,-26.263,33.0,1.13,1.8718021769015916,30,3,2001,18,11,42,0,0,0,1,0,0,0,0
12238,5.276,-82.665,10.0,1.022469952000009,1.9315214116032136,30,7,1980,6,56,17,1,0,0,0,0,0,0,1
12239,-30.985,-71.41,34.8,1.03,2.028148247292285,12,1,1998,10,14,8,0,0,0,1,0,0,0,0
12240,-33.719,-178.862,33.0,1.2,1.9315214116032136,26,6,1992,3,18,52,0,1,0,0,0,0,0,0
12241,-18.1214,-178.1887,112.4,1.32,1.916922612182061,17,7,2015,18,49,54,0,0,0,0,1,0,0,1
12242,-17.979,-178.518,112.4,0.9,1.8718021769015916,19,4,1988,18,53,42,0,1,0,0,0,0,0,0
12243,-30.772,-177.367,33.0,1.18,1.88706964903238,13,8,2002,14,13,55,0,0,0,1,0,0,0,0
12244,19.01,-62.839,33.0,0.91,1.8718021769015916,17,3,1997,5,20,37,0,0,0,1,0,0,0,0
12245,13.742,-90.316,59.3,1.27,1.9600947840472696,22,12,1997,10,3,45,0,0,0,1,0,0,0,0
12246,-55.934,-28.832,41.9,1.3,1.9740810260220096,18,8,1995,2,16,26,0,0,1,0,0,0,0,1
12247,-6.9,155.304,33.0,1.15,1.9021075263969205,31,12,1996,8,44,5,0,0,0,1,0,0,0,0
12248,-25.355,178.342,112.4,1.1,1.9459101490553128,11,7,1990,19,48,8,0,1,0,0,0,0,0,0
12249,42.9,145.228,35.0,0.76,2.0281482472922856,6,12,2004,14,15,12,0,0,1,0,0,0,0,1
12250,-30.508,-178.27,29.2,1.3,1.9878743481543453,20,5,1989,16,1,44,0,1,0,0,0,0,0,0
12251,-6.122,130.227,108.8,0.9,1.916922612182061,23,7,1991,21,16,32,0,0,1,0,0,0,0,1
12252,80.578,-2.271,29.1,0.9,1.9021075263969205,11,5,1996,4,38,40,0,0,0,1,0,0,0,0
12253,-51.974,-74.095,15.0,1.022469952000009,1.916922612182061,13,8,1972,11,47,46,0,1,0,0,0,1,0,0
12254,-16.4,-177.527,33.0,1.2,1.9315214116032136,1,11,1987,23,6,40,0,1,0,0,0,0,0,0
12255,37.4731667,-118.3686667,5.754,0.6999999999999997,1.916922612182061,31,7,1986,7,22,40,0,0,0,0,0,0,1,0
12256,-1.837,-77.507,112.4,0.9,1.8718021769015916,14,4,1995,14,13,0,0,0,0,0,0,0,0,1
12257,35.726,93.384,10.0,0.97,1.88706964903238,14,11,2001,9,45,15,0,0,0,0,0,0,0,1
12258,40.752,143.339,22.0,1.0,1.9878743481543453,30,12,1995,12,11,6,0,0,1,0,0,0,0,1
12259,-35.3639,-17.1605,10.0,1.16,2.0281482472922856,17,6,2015,12,51,33,0,0,0,0,1,0,0,1
12260,-29.105,-112.355,10.0,0.99,1.88706964903238,24,4,2004,23,19,11,0,0,0,1,0,0,0,0
12261,-60.588,154.092,10.0,1.3,1.9315214116032136,17,11,2001,22,10,27,0,0,0,1,0,0,0,0
12262,-5.997,150.483,24.0,1.0,1.9315214116032136,24,11,2006,12,31,9,0,0,0,1,0,0,0,0
12263,51.147,-177.872,21.2,1.0,1.916922612182061,8,10,1992,16,34,53,0,1,0,0,0,0,0,0
12264,5.358,31.848,16.0,1.0,2.0281482472922856,24,5,1990,20,0,8,0,1,0,0,0,0,0,0
12265,48.29,154.918,33.0,0.8,1.9021075263969205,20,10,1984,3,21,20,0,1,0,0,0,0,0,0
12266,-16.462,-174.742,112.4,1.0,1.9021075263969205,26,7,1995,9,9,51,0,1,0,0,0,0,0,0
12267,-5.001,105.052,112.4,1.022469952000009,1.8718021769015916,28,3,1976,16,24,41,0,0,0,0,0,0,0,1
12268,-10.012,160.469,18.1,1.3400000000000003,2.0281482472922856,7,2,1984,21,33,21,0,1,0,0,0,0,0,0
12269,-12.738,166.664,100.5,0.96,1.9459101490553128,2,12,2001,2,47,56,0,0,0,1,0,0,0,0
12270,54.573,162.738,20.0,1.022469952000009,1.9021075263969205,24,9,1970,16,44,40,0,1,0,0,0,1,0,0
12271,-56.552,-24.954,10.0,1.22,1.9021075263969205,5,1,2006,8,40,46,0,0,0,1,0,0,0,0
12272,-15.596,167.511,112.4,1.022469952000009,1.88706964903238,24,9,1980,14,31,43,0,0,0,0,0,0,0,1
12273,-3.828,151.157,33.0,1.1,1.9021075263969205,10,8,1996,0,20,50,0,0,0,1,0,0,0,0
12274,-10.65,161.21,19.0,1.07,1.9878743481543453,24,9,2002,23,1,29,0,0,0,1,0,0,0,0
12275,51.672,175.729,25.0,1.022469952000009,1.9740810260220096,15,12,1968,2,28,33,0,1,0,0,0,1,0,0
12276,-11.165,119.379,33.0,1.022469952000009,1.88706964903238,12,10,1977,1,22,9,0,0,0,0,0,0,0,1
12277,-18.23,168.178,33.0,1.22,1.8718021769015916,15,7,1999,14,26,26,0,0,0,1,0,0,0,0
12278,35.414,74.515,33.0,1.0,1.9878743481543453,20,11,2002,21,32,31,0,0,0,1,0,0,0,0
12279,1.355,-101.323,10.0,0.8,1.9021075263969205,24,11,1992,12,3,36,0,1,0,0,0,0,0,0
12280,17.28,-101.363,33.0,1.0,1.88706964903238,23,4,1996,6,53,35,0,0,0,1,0,0,0,0
12281,-7.104,155.152,44.0,1.022469952000009,2.0281482472922856,20,7,1975,19,54,28,1,0,0,0,0,0,0,1
12282,-31.56,-69.234,112.4,0.9,1.9878743481543453,8,6,1993,23,17,41,0,0,1,0,0,0,0,1
12283,38.849,141.568,68.0,1.01,2.0281482472922856,26,5,2003,9,24,33,0,0,1,0,0,0,0,1
12284,-11.572,-13.894,10.0,1.11,1.9878743481543453,18,6,1998,4,17,55,0,0,0,1,0,0,0,0
12285,-30.522,-179.675,112.4,1.15,1.9740810260220096,1,12,1996,23,9,41,0,0,1,0,0,0,0,1
12286,-1.639,134.911,10.0,1.3400000000000003,2.0281482472922856,17,11,1985,9,40,21,0,1,0,0,0,0,1,0
12287,50.375,156.562,96.0,0.83,1.88706964903238,16,11,2002,12,6,25,0,0,1,0,0,0,0,1
12288,8.547,126.794,39.9,1.2,1.9315214116032136,17,12,1989,14,34,26,0,1,0,0,0,0,0,0
12289,-31.1055,-71.405,37.8,0.8,1.88706964903238,16,9,2015,23,9,7,0,0,0,0,0,0,0,1
12290,5.149,127.201,48.0,0.96,1.9878743481543453,4,4,2009,5,31,55,0,0,0,1,0,0,0,1
12291,2.921,128.623,60.7,0.94,1.9315214116032136,27,10,1998,21,16,21,0,0,1,0,0,0,0,1
12292,-7.467,127.772,112.4,0.91,1.8718021769015916,26,2,2009,21,9,30,0,0,0,1,0,0,0,1
12293,-45.1528,166.8282,39.65,0.8,1.8718021769015916,7,6,2016,2,55,24,0,0,0,0,1,0,0,1
12294,-13.144,166.406,35.0,1.022469952000009,1.9600947840472696,24,1,1972,3,55,45,0,1,0,0,0,1,0,0
12295,-2.427,103.981,112.4,0.85,2.0281482472922856,25,7,2004,14,35,19,0,0,1,0,0,0,0,1
12296,6.71,126.765,40.0,1.022469952000009,1.9021075263969205,10,1,1970,14,16,28,0,1,0,0,0,1,0,0
12297,43.108,139.154,18.7,0.9,1.8718021769015916,19,9,1993,4,37,3,1,0,0,0,0,0,0,1
12298,-15.443,-175.315,33.0,1.022469952000009,1.9459101490553128,7,6,1974,6,47,36,1,0,0,0,0,0,0,1
12299,-4.5105,140.1922,107.0,0.79,1.88706964903238,26,4,2016,4,19,55,0,0,0,0,1,0,0,1
12300,4.627,125.499,112.4,1.2,2.0014800002101243,8,5,1986,14,37,36,0,1,0,0,0,0,0,0
12301,-4.546,139.311,33.0,1.022469952000009,1.88706964903238,15,2,1978,7,0,27,0,0,0,0,0,0,0,1
12302,-10.964,161.5723,10.0,0.9,1.8718021769015916,11,12,2016,17,26,10,0,0,0,0,1,0,0,1
12303,-5.343,151.476,74.2,1.0,1.9021075263969205,26,8,1981,16,32,17,0,0,0,0,0,0,0,1
12304,-10.245,160.728,33.0,1.022469952000009,1.9459101490553128,21,4,1977,7,18,51,1,0,0,0,0,0,0,1
12305,39.258,20.528,31.7,1.3,1.88706964903238,16,6,1990,2,16,21,0,1,0,0,0,0,0,0
12306,-20.674,-175.47,15.0,1.1,1.8718021769015916,5,2,2007,10,19,24,0,0,0,1,0,0,0,0
12307,26.816,-110.834,15.0,1.022469952000009,2.0149030205422647,30,9,1971,8,18,0,0,1,0,0,0,1,0,0
12308,-14.951,-176.342,33.0,1.21,1.8718021769015916,15,11,1996,10,40,15,0,0,0,1,0,0,0,0
12309,-21.984,-179.535,112.4,1.05,2.0149030205422647,15,1,2008,17,52,16,0,0,0,1,0,0,0,1
12310,-29.915,-177.885,30.5,1.1,2.0281482472922856,25,2,1989,11,26,35,0,1,0,0,0,0,1,0
12311,1.83,126.023,40.9,1.1,1.8718021769015916,25,10,1994,4,37,45,0,1,0,0,0,0,0,0
12312,-11.914,166.338,10.0,1.15,1.916922612182061,16,5,2004,10,55,50,0,0,0,1,0,0,0,0
12313,44.041,147.799,12.0,1.022469952000009,1.9315214116032136,25,2,1974,5,46,25,0,0,0,0,0,0,0,1
12314,11.422,-86.665,35.0,1.1,2.0281482472922856,9,10,2004,21,26,54,0,0,0,1,0,0,0,0
